review_id,product_name,category,rating,review_text,reviewer_name,review_date,verified_purchase,helpful_votes,price_usd
1098,Wireless Mouse Ergonomic,Electronics ,1,This Wireless Mouse stopped working after 2 days. Returning it.,David P.,"June 06, 2024",Yes,1,16.99
1091,Wireless Mouse Ergonomic,ELECTRONICS,4,"  Excellent quality Wireless Mouse, my whole family uses it now.  ",Liam P.,09-02-2024,No,1,16.99
1036,Resistance Bands Set,sports & outdoors,3,"Average Resistance Bands. Not bad, not great.",Emma R.,2024-03-25,0,5,15.99
1017,Wireless Mouse Ergonomic,,3,"Average Wireless Mouse. Not bad, not great.",Emma M.,04/26/2024,0,5,16.99
1183,Memory Foam Pillow,Home & kitchen,5,"Great Memory Foam, exactly as described. Would buy again.",Zara L.,12/19/24,,-1,29.99
1064,Hiking Backpack 40L,Sports & Outdoors,5,Absolutely love this Hiking Backpack! Works great and arrived on time.,Aisha R.,"February 12, 2023",1,0,58.99
1124,USB-C Fast Charger 65W,electronics,5,"Great USB-C Fast, exactly as described. Would buy again.",Sofia M.,04/06/24,TRUE,8,22.00
1011,Hiking Backpack 40L,Sports & Outdoors,2,"POOR QUALITY HIKING BACKPACK, WOULD NOT RECOMMEND.",Fatima K.,10-04-2024,Yes,1,58.99
1012,Desk Lamp LED,Home & Kitchen,3,"  Average Desk Lamp. Not bad, not great.  ",Grace D.,11/22/2024,Yes,2,27.50
1005,Laptop Backpack Waterproof,Electronics ,5,Absolutely love this Laptop Backpack! Works great and arrived on time.,Grace R.,01/26/24,TRUE,,31.99
1043,Phone Case Shockproof,Electronic,1,"Very disappointed with this Phone Case, broke after a week.",Lucas L.,2024-10-27,Yes,5,N/A
1059,Wireless Bluetooth Earbuds,ELECTRONICS,5,"Really happy with this Wireless Bluetooth, good value for money.",Raj B.,"March 28, 2024",Yes,0,39.99
1160,Dumbbell Set Adjustable,Sports&Outdoors,2,"POOR QUALTY DUMBBELL SET, WOULD NOT RECOMMEND.",Grace L.,03-10-2023,No,2,89.99
1177,Bluetooth Speaker Portable,Electronic,3,"Average Bluetooth Speaker. Not bad, not great.",John D.,12/18/24,Yes,5,45.00
1010,Desk Lamp LED,Home & Kitchen,5,"Great Desk Lamp, exactly as described. Would buy again.",Chloe L.,2023-09-13,No,1,27.50
1128,Wireless Mouse Ergonomic,Electronics ,4,  This Wireless Mouse exceeded my expectations. Highly recommend!!  ,Aisha R.,29-12-2024,,3,16.99
1170,Desk Lamp LED,Home and Kitchen,3,"Average Desk Lamp. Not bad, not great.",mei b.,11/10/2023,TRUE,,27.50
1077,Bluetooth Speaker Portable,Electronics,4,"Great Bluetooth Speaker, exactly as described. Would buy again.",Sofia N.,30-08-2023,1,2,45.00
1154,Hiking Backpack 40L,Sports & Outdoors,5,This Hiking Backpack exceeded my expectations. Highly recommend!!,Aisha K.,10/31/2024,Yes,8,58.99
1133,Bluetooth Speaker Portable,Electronics ,1,"  Poor quality Bluetooth Speaker, would not recommend.  ",John M.,"August 26, 2024",TRUE,0,45.00
1028,USB-C Fast Charger 65W,Electronics ,2,"Do not buy this USB-C Fast, total waste of money.",Aisha S.,2024-08-02,FALSE,0,22.00
1027,Yoga Mat Non-Slip,Sports & Outdoors,4,"Excellent quality Yoga Mat, my whole family uses it now.",Maria L.,09/12/24,Yes,0,24.99
1009,Ceramic Coffee Mug Set,Home & Kitchen,5,"Great Ceramic Coffee, exactly as described. Would buy again.",lucas t.,"September 06, 2023",Yes,0,21.99
1001,USB-C Fast Charger 65W,Electronics ,5,"Great USB-C Fast, exactly as described. Would buy again.",Emma M.,2023-10-12,Yes,,N/A
1081,Yoga Mat Non-Slip,sports & outdoors,5,Absolutely love this Yoga Mat! Works great and arrived on time.,Wei D.,12/27/2024,Yes,-1,24.99
1069,Cast Iron Skillet 12-inch,Home&Kitchen,1,"Poor quality Cast Iron, would not recommend.",David T.,09/11/2024,TRUE,1,42.00
1022,Memory Foam Pillow,Home&Kitchen,5,"Excellent quality Memory Foam, my whole family uses it now.",Mei N.,12/13/24,No,1,29.99
1013,Facial Cleanser Gentle,HealthBeauty,5,This Facial Cleanser exceeded my expectations. Highly recommend!!,Emma N.,2023-03-16,Yes,2,12.99
1158,Cast Iron Skillet 12-inch,Home & kitchen,4,"  Great Cast Iron, exactly as described. Would buy again.  ",Maria P.,03/21/2024,FALSE,0,42.00
1099,Stainless Steel Water Bottle,Home and Kitchen,4,THIS STAINLESS STEEL EXCEEDED MY EXPECTATIONS. HIGHLY RECOMMEND!!,David N.,2024-04-28,FALSE,,18.50
1121,Ceramic Coffee Mug Set,Home&Kitchen,4,"Excellent quality Ceramic Coffee, my whole family uses it now.",Mei L.,07/19/2024,Yes,5,21.99
1025,Dumbbell Set Adjustable,Sports and Outdoors,5.0 stars,This Dumbbell Set stopped working after 2 days. Returning it.,Lucas B.,03-02-2024,No,3,89.99
1119,Stainless Steel Water Bottle,home & kitchen,2,"Poor quality Stainless Steel, would not recommend.",Grace N.,11-04-2023,Yes,-1,18.50
1038,Vitamin C Serum,Health & Beauty,3,"Vitamin C works fine so far, will update review later.",Priya N.,2024-04-10,Yes,0,19.99
1108,Memory Foam Pillow,Home & Kitchen,3,"AVERAGE MEMORY FOAM. NOT BAD, NOT GREAT.",Grace K.,"September 23, 2024",No,5,29.99
1063,Memory Foam Pillow,Home & Kitchen,5,"Really happy with this Memory Foam, good value for money.",Carlos M.,11/20/2023,FALSE,3,29.99
1191,Memory Foam Pillow,Home&Kitchen,5,"EXCELLENT QUALITY MEMORY FOAM, MY WHOLE FAMILY USES IT NOW.",Grace M.,2023-08-19,FALSE,3,29.99
1094,Kitchen Knife Set,Home & Kitchen,3,"The Kitchen Knife is okay, does what it says but nothing special.",Maria M.,04/10/24,0,-1,39.99
1012,Desk Lamp LED,Home & Kitchen,3,"  Average Desk Lamp. Not bad, not great.  ",Grace D.,11/22/2024,Yes,2,27.50
1144,Laptop Backpack Waterproof,ELECTRONICS,2,"Do not buy this Laptop Backpack, total waste of money.",aisha n.,"April 07, 2023",No,0,31.99
1067,Memory Foam Pillow,home & kitchen,4,  Best Memory Foam I've purchased in years. 5 stars.  ,Aisha P.,"December 16, 2023",FALSE,1,29.99
1013,Facial Cleanser Gentle,HealthBeauty,5,This Facial Cleanser exceeded my expectations. Highly recommend!!,Emma N.,2023-03-16,Yes,2,12.99
1037,Hiking Backpack 40L,Sports & Outdoors,3,"The Hiking Backpack is okay, does what it says but nothing special.",Liam P.,"June 29, 2023",Yes,0,58.99
1164,Cast Iron Skillet 12-inch,Home & Kitchen,3,"It's a decent Cast Iron for the price, some minor issues.",chloe p.,"December 24, 2023",1,0,42.00
1070,Laptop Backpack Waterproof,Electronics ,5,Best Laptop Backpack I've purchased in years. 5 stars.,Sofia P.,2024-02-29,Yes,8,31.99
1033,Resistance Bands Set,sports & outdoors,1,"Poor quality Resistance Bands, would not recommend.",Aisha T.,2023-07-08,FALSE,0,15.99
1004,Hiking Backpack 40L,Sports & Outdoors,4,"Excellent quality Hiking Backpack, my whole family uses it now.",Grace T.,04/14/2024,Yes,0,$58.99
1117,Ceramic Coffee Mug Set,Home & kitchen,5,"Great Ceramic Coffee, exactly as described. Would buy again.",Noah R.,04/17/2024,FALSE,1,21.99
1102,Wireless Mouse Ergonomic,electronics,5,"Excellent quality Wireless Mouse, my whole family uses it now.",Maria T.,31-08-2023,Yes,-1,16.99
1049,Ceramic Coffee Mug Set,Home&Kitchen,2,"Poor quality Ceramic Coffee, would not recommend.",Wei M.,15-10-2024,FALSE,0,21.99
1165,Laptop Backpack Waterproof,Electronics ,5,"Excellent quality Laptop Backpack, my whole family uses it now.",Omar N.,11-10-2023,TRUE,2,31.99
1088,Ceramic Coffee Mug Set,Home and Kitchen,1,The Ceramic Coffee arrived damaged and customer service was unhelpful.,Raj N.,2024-12-05,TRUE,,21.99
1006,Hiking Backpack 40L,Sports and Outdoors,4,"Excellent quality Hiking Backpack, my whole family uses it now.",James S.,02-10-2024,Yes,0,58.99
1032,Kitchen Knife Set,Home and Kitchen,4,"Great Kitchen Knife, exactly as described. Would buy again.",Grace L.,06/21/24,Yes,1,39.99
1125,Stainless Steel Water Bottle,Home & kitchen,2,"Very disappointed with this Stainless Steel, broke after a week.",Mei M.,08/19/23,No,5,18.50
1079,Hiking Backpack 40L,Sports&Outdoors,5,"  Excellent quality Hiking Backpack, my whole family uses it now.  ",Mei T.,06/11/2023,1,-1,58.99
1156,Wireless Mouse Ergonomic,Electronic,4,"Really happy with this Wireless Mouse, good value for money.",Carlos M.,15-02-2023,No,2,16.99
1173,Wireless Bluetooth Earbuds,Electronic,5,"Great Wireless Bluetooth, exactly as described. Would buy again.",Omar R.,"January 02, 2024",Yes,0,39.99
1190,Vitamin C Serum,Health & Beauty,3,"AVERAGE VITAMIN C. NOT BAD, NOT GREAT.",Priya P.,03/12/23,No,-1,19.99
1178,USB-C Fast Charger 65W,electronics,4,BEST USB-C FAST I'VE PURCHASED IN YEARS. 5 STARS.,Mei L.,04-09-2023,Yes,2,22.00
1086,Phone Case Shockproof,Electronic,4,"Really happy with this Phone Case, good value for money.",Mei R.,17-07-2024,No,,9.99
1015,USB-C Fast Charger 65W,ELECTRONICS,1,"VERY DISAPPOINTED WITH THIS USB-C FAST, BROKE AFTER A WEEK.",Fatima S.,14-05-2023,TRUE,0,22.00
1162,Vitamin C Serum,HealthBeauty,2,"  Very disappointed with this Vitamin C, broke after a week.  ",Omar M.,"January 13, 2024",Yes,0,19.99
1084,Hiking Backpack 40L,Sports and Outdoors,4,This Hiking Backpack exceeded my expectations. Highly recommend!!,Noah N.,"October 25, 2023",Yes,1,58.99
1152,Running Shoes Men's,Sports&Outdoors,3,"The Running Shoes is okay, does what it says but nothing special.",Zara T.,12-01-2023,,0,64.99
1106,Electric Toothbrush,Health and Beauty,4,This Electric Toothbrush exceeded my expectations. Highly recommend!!,Noah R.,08/15/2023,No,5,34.95
1169,Electric Toothbrush,Health & Beauty,5,"Great Electric Toothbrush, exactly as described. Would buy again.",David M.,05/13/23,TRUE,0,34.95
1061,Phone Case Shockproof,ELECTRONICS,3,"Phone Case works fine so far, will update review later.",Raj P.,22-01-2023,Yes,8,9.99
1167,Cast Iron Skillet 12-inch,Home & kitchen,3,"Average Cast Iron. Not bad, not great.",Mei L.,17-08-2023,Yes,5,42.00
1080,Bluetooth Speaker Portable,ELECTRONICS,4,This Bluetooth Speaker exceeded my expectations. Highly recommend!!,Carlos M.,02/24/24,TRUE,2,45.00
1172,Wireless Bluetooth Earbuds,Electronics ,4,Absolutely love this Wireless Bluetooth! Works great and arrived on time.,Sofia K.,06/06/2023,Yes,,39.99
1122,Ceramic Coffee Mug Set,Home&Kitchen,4,"GREAT CERAMIC COFFEE, EXACTLY AS DESCRIBED. WOULD BUY AGAIN.",Emma B.,07/03/2024,No,,21.99
1056,Hiking Backpack 40L,Sports&Outdoors,1,"Very disappointed with this Hiking Backpack, broke after a week.",David B.,03/03/23,FALSE,1,58.99
1189,Laptop Backpack Waterproof,Electronics ,5,ABSOLUTELY LOVE THIS LAPTOP BACKPACK! WORKS GREAT AND ARRIVED ON TIME.,Grace R.,01/26/24,TRUE,,31.99
1093,Stainless Steel Water Bottle,Home & kitchen,5,This Stainless Steel exceeded my expectations. Highly recommend!!,Mei S.,08/10/2024,1,1,18.50
1174,Resistance Bands Set,Sports & Outdoors,5,"Excellent quality Resistance Bands, my whole family uses it now.",,31-10-2023,Yes,0,15.99
1161,Wireless Bluetooth Earbuds,Electronics,5,"Excellent quality Wireless Bluetooth, my whole family uses it now.",Aisha R.,"February 21, 2024",FALSE,3,39.99
1055,Yoga Mat Non-Slip,Sports and Outdoors,1,"Very disappointed with this Yoga Mat, broke after a week.",John S.,"August 09, 2023",TRUE,1,24.99
1145,USB-C Fast Charger 65W,electronics,2,"Very disappointed with this USB-C Fast, broke after a week.",James K.,05-04-2023,0,0,22.00
1090,Desk Lamp LED,Home & Kitchen,3,"Average Desk Lamp. Not bad, not great.",Zara D.,28-11-2024,,1,27.50
1024,Vitamin C Serum,Health and Beauty,4,Absolutely love this Vitamin C! Works great and arrived on time.,David S.,"March 06, 2024",Yes,2,19.99
1104,Kitchen Knife Set,Home & kitchen,4,ABSOLUTELY LOVE THIS KITCHEN KNIFE! WORKS GREAT AND ARRIVED ON TIME.,Aisha M.,2023-07-15,No,0,39.99
1138,Bluetooth Speaker Portable,Electronic,5,This Bluetooth Speaker exceeded my expectations. Highly recommend!!,,2024-08-10,TRUE,0,45.00
1107,Wireless Bluetooth Earbuds,electronics,5,Best Wireless Bluetooth I've purchased in years. 5 stars.,Lucas B.,12/27/2023,FALSE,2,39.99
1041,Cast Iron Skillet 12-inch,Home & Kitchen,4,This Cast Iron exceeded my expectations. Highly recommend!!,Carlos N.,"June 02, 2023",0,1,42.00
1130,Bluetooth Speaker Portable,Electronic,2,THE BLUETOOTH SPEAKER ARRIVED DAMAGED AND CUSTOMER SERVICE WAS UNHELPFUL.,Raj T.,2024-04-15,TRUE,2,45.00
1018,Electric Toothbrush,HealthBeauty,2,  This Electric Toothbrush stopped working after 2 days. Returning it.  ,Aisha T.,17-08-2024,Yes,2,34.95
1134,Bluetooth Speaker Portable,Electronics ,1,The Bluetooth Speaker arrived damaged and customer service was unhelpful.,John T.,02/25/2023,0,0,45.00
1176,Ceramic Coffee Mug Set,Home&Kitchen,5,"Great Ceramic Coffee, exactly as described. Would buy again.",David R.,"September 17, 2024",Yes,,21.99
1057,Kitchen Knife Set,Home&Kitchen,4,"Great Kitchen Knife, exactly as described. Would buy again.",Chloe L.,2024-01-12,TRUE,1,39.99
1135,Phone Case Shockproof,ELECTRONICS,4,BEST PHONE CASE I'VE PURCHASED IN YEARS. 5 STARS.,Zara S.,09/26/2023,TRUE,1,9.99
1082,Bluetooth Speaker Portable,Electronics ,1,This Bluetooth Speaker stopped working after 2 days. Returning it.,Aisha S.,2024-07-31,Yes,2,45.00
1019,Stainless Steel Water Bottle,Home&Kitchen,5,"Excellent quality Stainless Steel, my whole family uses it now.",Noah B.,13-03-2023,No,1,18.50
1092,Memory Foam Pillow,Home&Kitchen,5,"Excellent quality Memory Foam, my whole family uses it now.",Wei L.,10/15/2024,TRUE,0,29.99
1141,Hiking Backpack 40L,Sports & Outdoors,4,This Hiking Backpack exceeded my expectations. Highly recommend!!,Carlos P.,07/30/23,TRUE,,$58.99
1147,Stainless Steel Water Bottle,home & kitchen,5,"Really happy with this Stainless Steel, good value for money.",Chloe T.,10/04/2023,,3,18.50
1126,Resistance Bands Set,Sports and Outdoors,5,"  Really happy with this Resistance Bands, good value for money.  ",Mei P.,2023-11-01,1,0,15.99
1078,Bluetooth Speaker Portable,ELECTRONICS,4,Absolutely love this Bluetooth Speaker! Works great and arrived on time.,Zara M.,26-09-2023,No,1,45.00
1194,hiking backpack 40l,sports & outdoors,3,"IT'S A DECENT HIKING BACKPACK FOR THE PRICE, SOME MINOR ISSUES.",Fatima S.,21-07-2024,No,0,58.99
1153,Electric Toothbrush,HealthBeauty,,Absolutely love this Electric Toothbrush! Works great and arrived on time.,,08/19/2023,No,1,34.95
1083,Wireless Bluetooth Earbuds,Electronic,5,"Great Wireless Bluetooth, exactly as described. Would buy again.",Lucas R.,03/03/2023,TRUE,2,$39.99
1192,Ceramic Coffee Mug Set,Home & Kitchen,5,"GREAT CERAMIC COFFEE, EXACTLY AS DESCRIBED. WOULD BUY AGAIN.",lucas t.,"September 06, 2023",Yes,0,21.99
1171,Yoga Mat Non-Slip,Sports and Outdoors,2,"Do not buy this Yoga Mat, total waste of money.",Aisha D.,05/15/2023,,1,24.99
1040,Wireless Bluetooth Earbuds,Electronic,1,"Poor quality Wireless Bluetooth, would not recommend.",,"May 09, 2024",No,0,39.99
1120,Cast Iron Skillet 12-inch,Home&Kitchen,4,  Best Cast Iron I've purchased in years. 5 stars.  ,Lucas N.,23-12-2023,No,0,42.00
1085,Wireless Mouse Ergonomic,electronics,4,Best Wireless Mouse I've purchased in years. 5 stars.,Priya L.,21-02-2023,No,,16.99
1002,Running Shoes Men's,Sports & Outdoors,3,"The Running Shoes is okay, does what it says but nothing special.",John T.,25-09-2024,Yes,0,64.99
1066,Desk Lamp LED,Home&Kitchen,2,This Desk Lamp stopped working after 2 days. Returning it.,Maria L.,"November 09, 2024",0,5,27.50
1150,Wireless Bluetooth Earbuds,ELECTRONICS,5,This Wireless Bluetooth exceeded my expectations. Highly recommend!!,John L.,14-04-2023,Yes,0,39.99
1042,Kitchen Knife Set,home & kitchen,4,Best Kitchen Knife I've purchased in years. 5 stars.,Grace B.,10/29/2024,1,1,39.99
1034,Laptop Backpack Waterproof,Electronics,1,"Poor quality Laptop Backpack, would not recommend.",Wei B.,"April 06, 2024",Yes,0,31.99
1068,Electric Toothbrush,Health & Beauty,5,"Excellent quality Electric Toothbrush, my whole family uses it now.",Wei R.,25-02-2024,TRUE,0,34.95
1143,Resistance Bands Set,Sports & Outdoors,5,This Resistance Bands exceeded my expectations. Highly recommend!!,Raj L.,"November 12, 2023",Yes,0,15.99
1072,Laptop Backpack Waterproof,electronics,5,  Best Laptop Backpack I've purchased in years. 5 stars.  ,Zara P.,28-05-2023,FALSE,1,$31.99
1110,laptop backpack waterproof,electronics,2,"POOR QUALITY LAPTOP BACKPACK, WOULD NOT RECOMMEND.",Raj D.,2023-06-25,,,31.99
1011,Hiking Backpack 40L,Sports & Outdoors,2,"POOR QUALITY HIKING BACKPACK, WOULD NOT RECOMMEND.",Fatima K.,10-04-2024,Yes,1,58.99
1097,Running Shoes Men's,Sports and Outdoors,4,Best Running Shoes I've purchased in years. 5 stars.,Aisha S.,08/12/2023,Yes,3,64.99
1031,Wireless Mouse Ergonomic,Electronic,3,"The Wireless Mouse is okay, does what it says but nothing special.",James P.,"January 13, 2024",TRUE,1,16.99
1132,Desk Lamp LED,home & kitchen,3,"AVERAGE DESK LAMP. NOT BAD, NOT GREAT.",James T.,16-04-2023,No,0,N/A
1045,Resistance Bands Set,sports & outdoors,6,This Resistance Bands stopped working after 2 days. Returning it.,Maria R.,15-10-2024,Yes,0,15.99
1048,USB-C Fast Charger 65W,electronics,1,The USB-C Fast arrived damaged and customer service was unhelpful.,aisha d.,08-05-2024,Yes,0,22.00
1020,wireless mouse ergonomic,Electronic,5,"Great Wireless Mouse, exactly as described. Would buy again.",Aisha P.,10/21/2023,FALSE,1,16.99
1175,Hiking Backpack 40L,Sports&Outdoors,5,"Great Hiking Backpack, exactly as described. Would buy again.",Maria R.,06-04-2023,Yes,5,58.99
1046,Hiking Backpack 40L,Sports&Outdoors,5.0 stars,This Hiking Backpack exceeded my expectations. Highly recomend!!,David R.,01/03/24,,2,58.99
1115,Wireless Bluetooth Earbuds,Electronics ,5,"Great Wireless Bluetooth, exactly as described. Would buy again.",Wei P.,09/15/2023,Yes,0,39.99
1076,Ceramic Coffee Mug Set,Home & Kitchen,1,"Very disappointed with this Ceramic Coffee, broke after a week.",Mei L.,"June 20, 2023",1,1,21.99
1050,USB-C Fast Charger 65W,Electronics,3,"THE USB-C FAST IS OKAY, DOES WHAT IT SAYS BUT NOTHING SPECIAL.",Zara P.,"May 19, 2023",TRUE,,22.00
1051,Hiking Backpack 40L,Sports&Outdoors,4,"Great Hiking Backpack, exactly as described. Would buy again.",Grace B.,03-12-2024,0,0,58.99
